token,score
with,0.5864912178666168
A20,0.5289171891945762
"targeting,",0.5427555549556417
resulting,0.6472206235964045
in,0.6704792181959037
increased,0.6415970246283941
survival,0.6029923003464065
of,0.6178403532763014
mice,0.6062585369053364
bearing,0.5868694983353226
human,0.5714122789370091
glioma,0.5483747774706427
xenografts.,0.5344768801617754
In,0.012751828935873285
silico,0.006770765789171292
analysis,0.007960400080550418
of,0.00664777068059828
a,0.007576638888515415
glioma,0.005354263324489311
patient,0.006521952509482648
genomic,0.0038835356777648595
database,0.004680742749024379
indicates,0.012784520588925995
that,0.010761222662022521
A20,0.011255449977217218
overexpression,0.004831100500204915
and,0.0071054501124077525
amplification,0.004140988106418899
is,0.005440713391212228
inversely,0.0033823587140681902
correlated,0.006160516838809211
with,0.009032968996469857
survival.,0.005614258112568025
Together,0.00818216536099991
these,0.011387414753503876
data,0.007863798062370904
indicate,0.013440309960866204
that,0.015447448476484122
A20,0.016980533472040368
contributes,0.014679423157415506
to,0.019401250841085384
glioma,0.009616304947384642
maintenance,0.012210496217932496
through,0.028772924872043904
effects,0.011685173482128119
on,0.018818200699108726
the,0.015096445945034526
glioma,0.010806983504423405
stem,0.01034622625461046
cell,0.01711321101133973
subpopulation.,0.01362153703608709
Although,0.47325566917361206
inactivating,0.4458381416938626
mutations,0.4209184773289148
in,0.48933683267256073
A20,0.3700734589641117
in,0.5165883792631729
lymphoma,0.5988102187096271
suggest,0.5639699457390696
A20,0.5101079532072869
can,0.5036628194973558
act,0.5871906862872278
as,0.5611215496638119
a,0.5631595943679103
tumor,0.4500796238335645
"suppressor,",0.5752265714260498
similar,0.521402175586747
point,0.41189450274657136
mutations,0.4039610568763775
have,0.2946391200489669
not,0.33574752733972607
been,0.23412828906554448
identified,0.27133439269904164
through,0.30497139270272927
glioma,0.42335276749503625
genomic,0.35543109175245685
sequencing:,0.31094347298642655
in,0.5016116062247762
"fact,",0.5605343028424796
our,0.4411563987441659
data,0.43411733076369136
suggest,0.4941356189201043
A20,0.5580204790416022
may,0.5468471778713119
function,0.7111140505540158
as,0.7349466053641749
a,0.7708062108627495
tumor,0.706362154877426
enhancer,0.8274194734253119
in,0.786455111464343
glioma,0.7683102595113732
through,0.8006922494069733
promotion,0.7650388343771213
of,0.7560836217544669
GSC,0.7138947539665011
survival.,0.7109994517839898
A20,0.04618989086779636
anticancer,0.007640975041341469
therapies,0.009450420342601367
should,0.00910128678374615
therefore,0.008756434201181993
be,0.004636363432620734
viewed,0.0043873233090512016
with,0.006056066701291355
caution,0.00664080279793791
as,0.012983533037764294
effects,0.004296291402359173
will,0.005976952086698676
likely,0.004039567937393659
differ,0.004658511545886395
depending,0.004302016920398754
on,0.004882227372427682
the,0.0052841753770183535
tumor,0.004964822740435803
type.,0.004038295255471854
Podocytes,0.012391502643754089
are,0.0030494806747987497
critical,0.003944522427369879
in,0.005110857712487014
the,0.004135693996978768
maintenance,0.003810017483773705
of,0.005230203409057959
a,0.004594738072732167
healthy,0.005359902566924419
glomerular,0.004106772707202668
filter;,0.005749732577850447
"however,",0.002898352050548184
they,0.00233054697381846
have,0.002126982795940415
been,0.0022501305642887506
difficult,0.0017430525482715967
to,0.0021749521977310385
study,0.0031157133972759005
in,0.003194498113322995
the,0.0033412613568271593
intact,0.003085354215520903
kidney,0.005007433765315708
because,0.0022216865221296738
of,0.0018859569917538607
technical,0.002320126869977506
limitations.,0.0012217401120904884
Here,0.045834456300390854
we,0.051054655136934086
report,0.03946832650241133
the,0.02617751696333138
development,0.017959879938804865
of,0.019362015899671167
serial,0.00930557623035118
multiphoton,0.008666517345695929
microscopy,0.009938954497862527
(MPM),0.006793757982070867
of,0.012487482653767925
the,0.013292818275724138
same,0.019943026673238638
glomeruli,0.01067695446254845
over,0.02249948433878379
several,0.01381750393450343
days,0.015385503677484844
to,0.01343075654678665
visualize,0.010864611585819786
the,0.010164479907167455
motility,0.006127258772630973
of,0.0114662022734618
podocytes,0.014689521978111185
and,0.009522080909572132
parietal,0.011552131282571598
epithelial,0.007945443899059022
cells,0.009217043965946805
(PECs),0.006843280072017764
in,0.01782637926215858
vivo.,0.015469951645265835
In,0.5637046807079505
podocin-GFP,0.5014989368416393
"mice,",0.5426436373131039
podocytes,0.4762021095289021
formed,0.4065715749360884
sporadic,0.3878472469463138
multicellular,0.3653715318179315
clusters,0.4217675511713851
after,0.4648266661590844
unilateral,0.4509988890243457
ureteral,0.4930293680725302
ligation,0.33836489633906774
and,0.29777881975021564
migrated,0.2903595538481014
into,0.3183651110771985
the,0.29882636939963925
parietal,0.2822387442773177
Bowman's,0.24690931692168405
capsule.,0.2579820400529659
The,0.2382008544508984
tracking,0.21871312874073304
of,0.19567092025133287
single,0.1363693439597109
cells,0.19586819876026842
in,0.25336591860766455
podocin-confetti,0.22314378067823826
mice,0.2421670838653665
featuring,0.21740435372485584
cell-specific,0.19678025348278538
expression,0.23778031075489137
of,0.20883089789111586
"CFP,",0.2549373936336838
"GFP,",0.2332195489128171
YFP,0.24622920157615966
or,0.19370298762168994
RFP,0.1966851189722527
revealed,0.2501946298464047
the,0.18596430198821873
simultaneous,0.17329344035336494
migration,0.17601073996762304
of,0.15987443451048558
multiple,0.1477483934661699
podocytes.,0.19600030227522347
In,0.4065943189474444
phosphoenolpyruvate,0.2833299628010033
carboxykinase,0.2665102604444478
(PEPCK)-GFP,0.24854857999547877
"mice,",0.3745274229629626
serial,0.3054206990034973
MPM,0.3384673820110023
found,0.3849596208153214
PEC-to-podocyte,0.3138066646791362
migration,0.37364384110964044
and,0.35318051874481393
nanotubule,0.29468003744746263
connections.,0.31872519303488356
Our,0.18993858339045613
data,0.11600166354591525
support,0.13633718241797316
a,0.13794667740657962
highly,0.12841245506943072
dynamic,0.08251385503655574
rather,0.13271520835105693
than,0.15519778254374017
a,0.08908715346393327
static,0.08422646999106082
nature,0.07791012772010567
of,0.058823918380691655
the,0.06598643941714154
glomerular,0.06175142924653739
environment,0.08004297040719523
and,0.0503223769798254
cellular,0.07896360004076391
composition.,0.043926980196147575
Future,0.04129797648360757
application,0.029190603058270818
of,0.038139784497585226
this,0.06910168612503144
new,0.03820065369366349
approach,0.0613620788802939
should,0.05028424914236138
advance,0.02081024382557187
our,0.04434089242675643
understanding,0.019998731055469104
of,0.01941064460051143
the,0.023752951031732743
mechanisms,0.02687759519997901
of,0.030496257756457562
glomerular,0.07655537858455182
injury,0.09283366682610741
and,0.031853263632765284
regeneration.,0.07451465260152665
T,0.030588560280455233
cell,0.03505092631944765
activation,0.029623012923153995
is,0.017210651733427302
predicated,0.022381818072705912
on,0.02412483672298337
the,0.019241154994681663
interaction,0.022705112227433856
between,0.01366873294094181
the,0.023351161036383135
T,0.024658420891412798
cell,0.043811990013652
receptor,0.04258675751588248
and,0.013139313226469374
peptide-major,0.017432535886374077
histocompatibility,0.01660300618036354
(pMHC),0.011219485643411978
ligands.,0.006113142151567215
The,0.0025492629103799442
factors,0.0027622223331704534
that,0.0027429472286788375
determine,0.0030302009006796765
the,0.0027854795759298086
stimulatory,0.0030547206462323514
potency,0.004355949965813693
of,0.004635868337358311
a,0.004396312717695587
pMHC,0.004936941622136898
molecule,0.011692486040473855
remain,0.002534113737750061
unclear.,0.0028410206019979
We,0.2833685183890565
describe,0.19288342996381705
results,0.21746251864572963
showing,0.2425977356305982
that,0.34353323805258024
a,0.3020434907499162
peptide,0.29337404116493937
exhibiting,0.19517298894453466
many,0.20273102780664978
hallmarks,0.11423259529558359
of,0.2755257724380837
a,0.2622072073564035
weak,0.19819143534177017
agonist,0.24868724989877466
stimulates,0.34837273108388767
T,0.26674092792897386
cells,0.3600348519485036
to,0.2824872968699181
proliferate,0.3110280088842275
more,0.32991626449666617
than,0.2954601743590221
the,0.19649111463716526
wild-type,0.12129209487833835
agonist,0.21565308758523669
ligand.,0.1425409534683026
An,0.30911450206400815
in,0.2754224404894466
silico,0.26892776311287137
approach,0.2780028830239012
suggested,0.4014233286002547
that,0.42661493426046293
the,0.32390099507601205
inability,0.3171320270358043
to,0.28575734930994895
form,0.27485819742725587
the,0.26108794796097445
central,0.2937487152681818
supramolecular,0.32573131022963725
activation,0.33937183898754114
cluster,0.30255870935396195
(cSMAC),0.26923663116262564
could,0.3445947266449991
underlie,0.3170089045436157
the,0.3378050413403785
increased,0.3867704189765849
proliferation.,0.6693135389819603
This,0.6090997182152298
conclusion,0.6134799270421992
was,0.6123078096281775
supported,0.43393896137062626
by,0.6100281297868766
experiments,0.695833012978334
that,0.6680935654403143
showed,0.692287955996917
that,0.7470388893565816
enhancing,0.8574789772947654
cSMAC,0.8140113345581658
formation,0.8279681881182812
reduced,0.8578458673312658
stimulatory,0.871959259983166
capacity,0.8225849338276949
of,0.8566570252362944
the,0.8196511706661205
weak,0.7527526011454305
peptide.,0.8075792124250292
Our,0.1290245218823433
studies,0.07631133975053143
highlight,0.06845546110042014
the,0.05807419054136785
fact,0.08347006987337813
that,0.09059368216908781
a,0.07816852714041375
complex,0.05211658666126381
interplay,0.04727146317709213
of,0.0454782108717933
factors,0.04764406194424585
determines,0.04019634555675344
the,0.03321839982853039
quality,0.042870055871760106
of,0.04770760399549387
a,0.05010614358846879
T,0.07282917139373773
cell,0.12103062036441854
antigen.,0.066059573692884
Genetically,0.010772674091298845
identical,0.00562110507837874
cells,0.009698165819503723
sharing,0.005967600555990599
an,0.006905517048719449
environment,0.008548445847842725
can,0.008792440712513658
display,0.0087767108070804
markedly,0.007547748351660214
different,0.004756301293570339
phenotypes.,0.004584632072297797
It,0.0029805324896096277
is,0.002411886657423175
often,0.002563130601161347
unclear,0.0024640663734664782
how,0.0020786715609275447
much,0.002237561815530367
of,0.0029909499071063277
this,0.0033475474432423124
variation,0.003024347891655119
derives,0.002742310778767203
from,0.003073613828230984
"chance,",0.0028198225309400767
external,0.002056835119562834
"signals,",0.0032104656643513136
or,0.002557614174118106
attempts,0.004142124841137081
by,0.0024884263140425547
individual,0.002537822732233914
cells,0.0032285461384452224
to,0.0031214050992661095
exert,0.0033008522998342936
autonomous,0.003090891451037225
phenotypic,0.00229759046913288
programs.,0.004128474122004977
By,0.12475763888944137
observing,0.06341156166896819
thousands,0.03738564301363632
of,0.039094938629927106
cells,0.04319311229256428
for,0.03592874445739083
hundreds,0.025751286196197768
of,0.031912618661522126
consecutive,0.02405789924791233
generations,0.012362172682842901
under,0.016670889589266144
constant,0.01716189358577238
"conditions,",0.023005352597815783
we,0.09368886324249136
dissect,0.045981873067252974
the,0.04360951762172746
stochastic,0.025320985870896876
decision,0.06138814765800907
between,0.03474226023004739
a,0.04584066592975241
"solitary,",0.045977736774439705
motile,0.0363195942397278
state,0.07122064081834169
and,0.03695059082831387
a,0.05492874400880209
"chained,",0.05601045424061663
sessile,0.058681068819582065
state,0.07922936749437569
in,0.07112840427088676
Bacillus,0.05142530317656442
subtilis.,0.05050019853065892
We,0.46140468777769844
show,0.4831717622590174
that,0.5472421148262175
the,0.38260481193588625
motile,0.3798029398275401
state,0.43405799685765506
is,0.49735137503740684
"'memoryless',",0.5263711142946411
exhibiting,0.5833360005506232
no,0.51265172624994
autonomous,0.4718556683790484
control,0.4043670195368076
over,0.3727188793144773
the,0.3298629925157589
time,0.3964666399896925
spent,0.3041075407418789
in,0.28966196441702347
the,0.2649222576384069
state.,0.2984907382473737
In,0.43074922528802373
"contrast,",0.5264582601171671
the,0.18062304739743912
time,0.10902413477568956
spent,0.08464480325733395
as,0.08944498498723143
connected,0.06653216156297954
chains,0.07118350911396086
of,0.05875632601758327
cells,0.08832279936304648
is,0.10420168654159781
tightly,0.09307461867240964
"controlled,",0.08118180818720284
enforcing,0.07081945724252539
coordination,0.09875461415602549
among,0.06452262440934714
related,0.06269130032388241
cells,0.0797680639381554
in,0.07671696273578787
the,0.07701571174394078
multicellular,0.0727704511369242
state.,0.07523510295254798
We,0.3640845544022018
show,0.40390391090832395
that,0.33483579043869915
the,0.15654152261138898
three-protein,0.0878544447093582
regulatory,0.12721627562497498
circuit,0.11711417327449723
governing,0.08864426270982
the,0.09200650547011803
decision,0.1039581752085589
is,0.19948794919420512
"modular,",0.1343573681873596
as,0.3128693829455534
initiation,0.11461868237458002
and,0.13204538264509855
maintenance,0.10431408822737082
of,0.10267550834973031
chaining,0.09421220676402177
are,0.16619465759783913
genetically,0.20061910750085993
separable,0.16939180034101461
functions.,0.12563645026589945
As,0.35747798191728075
stimulation,0.3079960918821388
of,0.2726809045930108
the,0.26739792592415623
same,0.26242360559859274
initiating,0.3729453771194763
pathway,0.3639469027914866
triggers,0.31956825881501655
biofilm,0.31401045927620963
"formation,",0.3012125593833197
we,0.36801219191891954
argue,0.34252054457607445
that,0.38203154411729257
autonomous,0.27658589741496237
timing,0.24235981159672124
allows,0.3730809575312633
a,0.3589035598792414
trial,0.3266271794854694
commitment,0.2859976565711927
to,0.2572177825809576
multicellularity,0.21628470456291915
that,0.26354595282182436
external,0.23059077513897708
signals,0.2401529748863151
could,0.2835169546253239
extend.,0.24665672368065006
OBJECTIVE,0.0010063698730449148
To,0.0006478749152778325
determine,0.0006142932087111427
whether,0.0005651746738794728
higher,0.0007098389904060527
past,0.0005240712016652651
exposure,0.0005108065982747127
to,0.0008675096823224383
particulate,0.0006927390513709987
air,0.0007411793145538774
pollution,0.0005864070168180999
is,0.0006015332871733982
associated,0.0005116138973488357
with,0.0006558407007697594
prevalent,0.0005938478057121942
high,0.00066297758823025
symptoms,0.0004898926055501148
of,0.0007774489908927969
anxiety.,0.0006349479276550631
DESIGN,0.0010345618518546847
Observational,0.0022360490464937584
cohort,0.001281365017081863
study.,0.001148151055025799
SETTING,0.0016703884234918914
Nurses',0.0012309646055107242
Health,0.0009472805377796022
Study.,0.001075555577000195
PARTICIPANTS,0.0021643692857670456
"71,271",0.0012404586172436048
women,0.0015400273758293735
enrolled,0.0013455076361343255
in,0.0024213871630417174
the,0.0021336566726024944
Nurses',0.0015392899415332248
Health,0.0012744710385183035
Study,0.0016751523137548306
residing,0.0014041290910045928
throughout,0.001224498029439877
the,0.001700722411435288
contiguous,0.0014720493237059744
United,0.0016628188542375584
States,0.001639567870438083
who,0.0016002194793979369
had,0.0014678069672756802
valid,0.0013561547610829285
estimates,0.001318286167447309
on,0.0014061999339110304
exposure,0.001136431459453011
to,0.0021544199321449522
particulate,0.0016728608502989133
matter,0.002121980460472645
for,0.0014220647386160433
at,0.0028144095268101198
least,0.0022399999297563625
one,0.002004917902386938
exposure,0.0011073722140355667
period,0.0014391433129453454
of,0.002325950944270333
interest,0.0014597904166462827
and,0.0016072592840278115
data,0.0011213465625188673
on,0.001221612400634265
anxiety,0.0010862089777404656
symptoms.,0.0008330770723410135
MAIN,0.003156967888449665
OUTCOME,0.004374999625852853
MEASURES,0.00526212629838976
Meaningfully,0.0077639351496487765
high,0.00489200878782338
symptoms,0.005281298835663029
of,0.014050538482885433
"anxiety,",0.0033924648571822154
defined,0.0024332428241703925
as,0.004813113558484684
a,0.0037096991076461306
score,0.0014515072358459754
of,0.0020800231473799813
6,0.0015400578044013813
points,0.0013992837510709505
or,0.0016834910282560753
greater,0.0017538904431551698
on,0.0016257582810671157
the,0.0017250021254764734
phobic,0.0011244775427310598
anxiety,0.00139228717000217
subscale,0.0013886052644460501
of,0.0015293977801193082
the,0.0016284085451350036
Crown-Crisp,0.002046153811068199
"index,",0.0012040859630977078
administered,0.0011443038381152456
in,0.0017757447872704469
2004.,0.0012936113124795534
RESULTS,0.0028709693492468126
The,0.001798684959390536
"71,271",0.0010564925746606511
eligible,0.0014701763225306865
women,0.001378202071934987
were,0.001437637579224731
aged,0.001139370594071336
between,0.0010683803100374185
57,0.0012573171859461064
and,0.002103600157350675
85,0.0016568362116276434
years,0.001116258805661929
(mean,0.001611778966899262
70,0.0014230736795237565
years),0.00124009062639955
at,0.0015686779614354262
the,0.0018661581064046634
time,0.0013387477055124457
of,0.0022116436794172903
assessment,0.0013182616842877153
of,0.001622520153562868
anxiety,0.00144072779469459
"symptoms,",0.0010461759199623852
with,0.0024792193841381145
a,0.0018110301746395133
prevalence,0.0012231967907875181
of,0.001826892290938097
high,0.0017398631804775944
anxiety,0.0021368509581296395
symptoms,0.0014690315611590914
of,0.0027935037656574603
15%.,0.0018627000205624579
Exposure,0.10505254991104115
to,0.08423364688442443
particulate,0.08343168334490525
matter,0.11299192841985821
was,0.07507933313493247
characterized,0.05683964382350058
using,0.10582525724932894
estimated,0.11265219351249009
average,0.10450061379982704
exposure,0.10921774813719476
to,0.12502568740384373
particulate,0.1167029996468819
matter,0.1481723920177297
<2.5,0.11862491878441564
μm,0.10161224203050925
in,0.10037081524808028
diameter,0.09112743746929665
(PM2.5),0.11903442547527032
and,0.1494573451602492
2.5,0.26668578007235405
to,0.19894258604964887
10,0.19777488948320138
μm,0.12203694705120806
in,0.1148443730715288
diameter,0.10486277669061679
(PM2.5-10),0.11163054454241086
in,0.07841956027275312
the,0.026051809153895964
one,0.02531331115531295
"month,",0.016235641534470078
three,0.016916741051115007
"months,",0.010177539902109374
six,0.01221300836374916
"months,",0.007595949402517112
one,0.017475316022383128
"year,",0.0074006265636923675
and,0.013314989059695451
15,0.013599926273729999
years,0.009389709027637227
prior,0.01398645921011206
to,0.016139166268226413
assessment,0.01955541010095483
of,0.01722321411953489
anxiety,0.02139130076265038
"symptoms,",0.017539461890998864
and,0.018733216131348276
residential,0.019715994436128106
distance,0.018814384389716724
to,0.020684973902594054
the,0.017960222654845495
nearest,0.015282411813429724
major,0.019037673311863998
road,0.022315426280389412
two,0.01515861691467263
years,0.008264487757616977
prior,0.010853172277372158
to,0.014140759169854305
assessment.,0.013689606462701693
Significantly,0.9026688662249055
increased,0.9169224367546377
odds,0.9353971939885207
of,0.9238445710130361
high,0.9179358403580679
anxiety,0.901880349469765
symptoms,0.9146033432387823
were,0.9059373247139333
observed,0.9283527860090044
with,0.9244418756094839
higher,0.9256010648156693
exposure,0.9236446851033423
to,0.9236929539769945
PM2.5,0.8905544546845794
for,0.9358509362128198
multiple,0.9234308835264612
averaging,0.9264138652045711
periods,0.9335171958229844
(for,0.9220372558594774
"example,",0.9194394037487653
odds,0.9392372124576837
ratio,0.9215921039784153
per,0.9257992051923136
10,0.909682131711015
µg/m(3),0.9157384402508837
increase,0.9153865719394054
in,0.9259869177608642
prior,0.928277185155049
one,0.9072761948401904
month,0.9327590933965515
average,0.9297674959690323
PM2.5:,0.8944010550513422
"1.12,",0.8903751552526151
95%,0.939850457750316
confidence,0.9302434438928533
interval,0.9187492879044921
1.06,0.9184742189679039
to,0.9043452255578925
1.19;,0.8799263110629184
in,0.9133947551835921
prior,0.9068333476586378
12,0.8656098315020972
month,0.9192212746331335
average,0.8989245594441662
PM2.5:,0.8881622508440038
"1.15,",0.8392295917929957
1.06,0.3234419560706975
to,0.23185990273775386
1.26).,0.2050764504656057
Models,0.17555932108904806
including,0.1210410705134382
multiple,0.11397100233052412
exposure,0.11848161764203914
windows,0.11338548565267678
suggested,0.18478439915800413
short,0.17390912853931095
term,0.1151378571898441
averaging,0.11849531405557133
periods,0.14247904166956896
were,0.1132206422549157
more,0.14580395477788322
relevant,0.09122144524500976
than,0.14526134428112306
long,0.1539413673779102
term,0.09995671926864805
averaging,0.10961308161873277
periods.,0.11743192388985589
There,0.05665483355382022
was,0.05840453259909349
no,0.04888030258353388
association,0.049718668942016146
between,0.024986057851899224
anxiety,0.050029302069544195
and,0.01773335036017925
exposure,0.03372800945742404
to,0.05318599757735811
PM2.5-10.,0.06274347181975569
Residential,0.03437535626067124
proximity,0.03884802308536405
to,0.032381745696740336
major,0.02436888669145395
roads,0.02482361707401187
was,0.054636356388598026
not,0.04809386244704275
related,0.032944604908828
to,0.029403133466923772
anxiety,0.0267282268416423
symptoms,0.030245347884470287
in,0.054597553721282686
a,0.04213032079506893
dose,0.04570341742655919
dependent,0.03178131720968118
manner.,0.06159681583143243
CONCLUSIONS,0.7204420652934236
Exposure,0.6049088246121422
to,0.5467241509262697
fine,0.380695262547721
particulate,0.333224973852333
matter,0.48525380293848563
(PM2.5),0.5203171254537134
was,0.6377137622153012
associated,0.683461240420734
with,0.6775193445750332
high,0.6172563736513179
symptoms,0.620362648362491
of,0.7130582891854356
"anxiety,",0.502291965077395
with,0.5688291092498048
more,0.6577720365896257
recent,0.5271082975618483
exposures,0.408220634240687
potentially,0.49207701990115044
more,0.6025121827361283
relevant,0.4680461585207069
than,0.5904081884628506
more,0.5719085498739693
distant,0.37785581499726717
exposures.,0.3611014690870548
Research,0.1438882747028617
evaluating,0.059279661946749586
whether,0.04674355171378658
reductions,0.13218333936797838
in,0.08476923043915702
exposure,0.18801187828726915
to,0.15000847815094775
ambient,0.1732359368571347
PM2.5,0.5919704304280543
would,0.5910170885581914
reduce,0.6486706386714367
the,0.5538199177123893
population,0.5733696580755198
level,0.5179870595252277
burden,0.5341783656512591
of,0.48613512662036384
clinically,0.5210684728001851
relevant,0.42473659927464386
symptoms,0.4640093043604832
of,0.4328036561429943
anxiety,0.43967240767014376
is,0.4003738098262043
warranted.,0.3931776250492525
Chaperone-mediated,0.2915835590661155
autophagy,0.2264108045513549
"(CMA),",0.22806074676203208
a,0.3183416608711471
selective,0.28459094877770197
mechanism,0.2598072117036638
for,0.30456002350976125
degradation,0.2917134239901483
of,0.2817766945226713
cytosolic,0.2572503019942556
proteins,0.24682405274028754
in,0.2908173849949031
"lysosomes,",0.21833150884921246
contributes,0.25984108457504596
to,0.29007231621156393
the,0.2699801671426284
removal,0.2161692055056039
of,0.21833739866770854
altered,0.23574901492881636
proteins,0.20621023428301635
as,0.2371329234943403
part,0.21778600272960677
of,0.21446019523176557
the,0.21431121824204577
cellular,0.20037996083777368
quality-control,0.16547700650226219
systems.,0.21433003197037032
We,0.43541530509584253
have,0.40598042407808294
previously,0.4435405748973527
found,0.5214916063017233
that,0.6186630662233708
CMA,0.6146771147754108
activity,0.6771526361727912
declines,0.5242982915235918
in,0.5860259709837822
aged,0.4923142698250728
organisms,0.5280150338922917
and,0.5386918717148376
have,0.3561033865982214
proposed,0.4085206481176945
that,0.5106735231087584
this,0.6237027741667936
failure,0.5622806777795483
in,0.6431122941278496
cellular,0.6773270291567922
clearance,0.6258578841982219
could,0.5449296883893183
contribute,0.588882105943911
to,0.6176202622641462
the,0.6689487116428884
accumulation,0.6111248294117373
of,0.6125817447121746
altered,0.5604615076988784
"proteins,",0.5549093090337273
the,0.6571716875856054
abnormal,0.5395203457113005
cellular,0.5846416807534437
homeostasis,0.6120490037667632
"and,",0.6197984950070214
"eventually,",0.5207348553388581
the,0.6051989686652265
functional,0.4786561533348722
loss,0.4640032960320551
characteristic,0.4255604490877063
of,0.3876328708234076
aged,0.35471420713051344
organisms.,0.34996791435608476
To,0.06403425313650749
determine,0.032892006346176055
whether,0.027940211741206658
these,0.08312635859204731
negative,0.05371877901785517
features,0.07143391419308598
of,0.11666980636171059
aging,0.12973662104162095
can,0.04298163558078274
be,0.03942622823585803
prevented,0.06168333596058733
by,0.14307003163553253
maintaining,0.12124161281750886
efficient,0.10102226607157105
autophagic,0.10912495990588911
activity,0.18693640386441499
until,0.055035435671685576
late,0.15696690812925188
in,0.0561177709306324
"life,",0.04844983381063684
in,0.06336336461091735
this,0.06748432393921668
work,0.0592293782226851
we,0.08798473878610269
have,0.07088449181301575
corrected,0.057517462192122296
the,0.05923085287304289
CMA,0.10461378043002403
defect,0.08977228811622275
in,0.05654292642201416
aged,0.043735172101035315
rodents.,0.041824768333479784
We,0.07264990880473939
